case:concept:name,concept:name,Resource,time:timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 2114,Take in charge ticket,Value 2,2010/05/12 14:56:55.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2114,Create SW anomaly,Value 2,2010/05/12 14:57:34.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2114,Resolve ticket,Value 2,2010/06/21 08:17:23.000,Variant 19,19,Variant 19,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2118,Assign seriousness,Value 2,2010/01/14 09:52:50.000,Variant 1,1,Variant 1,Value 1,Value 236,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case 2118,Take in charge ticket,Value 21,2010/02/09 15:01:11.000,Variant 1,1,Variant 1,Value 1,Value 236,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case 2118,Resolve ticket,Value 21,2010/02/17 09:44:53.000,Variant 1,1,Variant 1,Value 1,Value 236,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case 2119,Assign seriousness,Value 2,2010/04/16 07:40:38.000,Variant 3,3,Variant 3,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2119,Take in charge ticket,Value 16,2010/05/04 09:58:40.000,Variant 3,3,Variant 3,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2119,Wait,Value 12,2010/05/04 10:26:16.000,Variant 3,3,Variant 3,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2119,Take in charge ticket,Value 16,2010/05/19 14:20:09.000,Variant 3,3,Variant 3,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2119,Resolve ticket,Value 16,2010/05/19 14:20:19.000,Variant 3,3,Variant 3,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2131,Assign seriousness,Value 2,2010/02/08 11:02:38.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2131,Take in charge ticket,Value 2,2010/02/19 17:03:44.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2131,Resolve ticket,Value 2,2010/02/19 17:03:53.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2136,Assign seriousness,Value 6,2010/05/27 08:58:21.000,Variant 4,4,Variant 4,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2136,Assign seriousness,Value 2,2010/06/04 13:07:18.000,Variant 4,4,Variant 4,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2136,Take in charge ticket,Value 2,2010/06/04 13:07:32.000,Variant 4,4,Variant 4,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2136,Resolve ticket,Value 2,2010/06/04 13:07:49.000,Variant 4,4,Variant 4,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2138,Assign seriousness,Value 2,2010/04/28 15:34:06.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2138,Take in charge ticket,Value 16,2010/05/04 15:25:21.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2138,Resolve ticket,Value 11,2010/05/04 16:36:10.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 2153,Insert ticket,Value 15,2010/07/14 07:27:40.000,Variant 7,7,Variant 7,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2153,Assign seriousness,Value 15,2010/07/14 07:37:02.000,Variant 7,7,Variant 7,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2153,Take in charge ticket,Value 15,2010/07/14 07:37:10.000,Variant 7,7,Variant 7,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2153,Resolve ticket,Value 2,2010/07/26 12:58:21.000,Variant 7,7,Variant 7,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2173,Assign seriousness,Value 2,2010/04/21 12:38:40.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 2173,Take in charge ticket,Value 16,2010/04/26 09:24:02.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 2173,Wait,Value 16,2010/04/26 12:25:34.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 2173,Take in charge ticket,Value 16,2010/05/18 14:01:17.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 2173,Resolve ticket,Value 16,2010/05/18 15:45:39.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 2175,Assign seriousness,Value 19,2010/07/01 07:29:35.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 2199,Assign seriousness,Value 16,2010/03/30 09:06:52.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 6,Value 1,Value 2,Value 2,Value 3,Value 3
Case 2199,Take in charge ticket,Value 16,2010/03/30 09:08:51.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 6,Value 1,Value 2,Value 2,Value 3,Value 3
Case 2199,Wait,Value 16,2010/03/30 13:07:34.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 6,Value 1,Value 2,Value 2,Value 3,Value 3
Case 2199,Take in charge ticket,Value 16,2010/03/30 14:25:46.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 6,Value 1,Value 2,Value 2,Value 3,Value 3
Case 2199,Resolve ticket,Value 16,2010/03/30 14:25:57.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 3,Value 6,Value 1,Value 2,Value 2,Value 3,Value 3
Case 2205,Assign seriousness,Value 19,2010/07/09 15:23:19.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2205,Take in charge ticket,Value 2,2010/07/14 15:56:37.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2205,Resolve ticket,Value 2,2010/07/14 15:58:35.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2206,Assign seriousness,Value 12,2010/05/11 09:41:45.000,Variant 23,23,Variant 23,Value 1,Value 330,Value 3,Value 6,Value 1,Value 4,Value 1,Value 1,Value 3
Case 2206,Assign seriousness,Value 12,2010/05/19 14:04:49.000,Variant 23,23,Variant 23,Value 1,Value 330,Value 3,Value 6,Value 1,Value 2,Value 1,Value 1,Value 3
Case 2206,Assign seriousness,Value 2,2010/05/24 13:00:45.000,Variant 23,23,Variant 23,Value 1,Value 330,Value 3,Value 6,Value 1,Value 2,Value 1,Value 1,Value 3
Case 2206,Take in charge ticket,Value 2,2010/06/04 07:47:05.000,Variant 23,23,Variant 23,Value 1,Value 330,Value 3,Value 6,Value 1,Value 2,Value 1,Value 1,Value 3
Case 2206,Resolve ticket,Value 2,2010/06/04 07:47:09.000,Variant 23,23,Variant 23,Value 1,Value 330,Value 3,Value 6,Value 1,Value 2,Value 1,Value 1,Value 3
Case 2208,Assign seriousness,Value 2,2010/05/20 10:00:50.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2208,Take in charge ticket,Value 2,2010/05/20 10:26:34.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2208,Resolve ticket,Value 2,2010/06/14 15:27:19.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2249,Insert ticket,Value 15,2010/04/29 15:26:12.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 3
Case 2249,Assign seriousness,Value 15,2010/04/30 09:41:37.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 3
Case 2249,Take in charge ticket,Value 16,2010/04/30 10:29:06.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 3
Case 2249,Resolve ticket,Value 16,2010/04/30 11:26:43.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 3
Case 2249,Take in charge ticket,Value 16,2010/04/30 13:08:45.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 3
Case 2249,Wait,Value 16,2010/04/30 16:42:57.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 3
Case 2249,Take in charge ticket,Value 16,2010/05/03 11:13:11.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 3
Case 2249,Resolve ticket,Value 16,2010/05/03 11:13:22.000,Variant 62,62,Variant 62,Value 1,Value 100,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 3
Case 2266,Assign seriousness,Value 2,2010/04/08 10:05:38.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
Case 2266,Take in charge ticket,Value 2,2010/04/08 14:27:56.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
Case 2266,Resolve ticket,Value 2,2010/04/08 14:28:00.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
Case 2272,Assign seriousness,Value 2,2010/05/28 12:56:25.000,Variant 4,4,Variant 4,Value 1,Value 332,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2272,Assign seriousness,Value 2,2010/05/28 14:01:50.000,Variant 4,4,Variant 4,Value 1,Value 332,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2272,Take in charge ticket,Value 15,2010/05/31 09:30:29.000,Variant 4,4,Variant 4,Value 1,Value 332,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2272,Resolve ticket,Value 15,2010/05/31 10:53:30.000,Variant 4,4,Variant 4,Value 1,Value 332,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2282,Assign seriousness,Value 2,2010/03/17 08:21:44.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2282,Take in charge ticket,Value 2,2010/03/17 08:21:53.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2282,Resolve ticket,Value 2,2010/04/23 07:36:36.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1
Case 2288,Assign seriousness,Value 2,2010/05/17 08:17:52.000,Variant 12,12,Variant 12,Value 1,Value 76,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2288,Take in charge ticket,Value 2,2010/05/31 08:30:15.000,Variant 12,12,Variant 12,Value 1,Value 76,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2288,Take in charge ticket,Value 15,2010/06/03 14:53:49.000,Variant 12,12,Variant 12,Value 1,Value 76,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2288,Resolve ticket,Value 15,2010/06/03 14:53:55.000,Variant 12,12,Variant 12,Value 1,Value 76,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2292,Assign seriousness,Value 16,2010/03/25 14:46:37.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 9,Value 6,Value 2,Value 2,Value 2,Value 3,Value 3
Case 2292,Take in charge ticket,Value 16,2010/03/25 14:51:41.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 9,Value 6,Value 2,Value 2,Value 2,Value 3,Value 3
Case 2292,Wait,Value 16,2010/03/25 15:00:49.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 9,Value 6,Value 2,Value 2,Value 2,Value 3,Value 3
Case 2292,Take in charge ticket,Value 16,2010/05/05 17:05:25.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 9,Value 6,Value 2,Value 2,Value 2,Value 3,Value 3
Case 2292,Resolve ticket,Value 16,2010/05/05 17:05:34.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 9,Value 6,Value 2,Value 2,Value 2,Value 3,Value 3
Case 2297,Insert ticket,Value 11,2010/03/10 08:29:54.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 2297,Assign seriousness,Value 11,2010/03/10 08:31:20.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 2297,Take in charge ticket,Value 11,2010/03/10 08:31:29.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 2297,Resolve ticket,Value 11,2010/03/23 15:36:12.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 2298,Assign seriousness,Value 19,2010/07/15 07:26:13.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2298,Take in charge ticket,Value 2,2010/07/19 14:22:20.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2298,Resolve ticket,Value 2,2010/07/19 14:22:55.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2299,Assign seriousness,Value 9,2010/07/08 10:47:06.000,Variant 1,1,Variant 1,Value 1,Value 334,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 2301,Assign seriousness,Value 2,2010/05/11 13:28:20.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,Take in charge ticket,Value 6,2010/05/12 10:07:55.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,Resolve ticket,Value 6,2010/05/12 10:30:50.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,Take in charge ticket,Value 2,2010/05/17 14:53:29.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2301,Resolve ticket,Value 2,2010/06/14 10:46:40.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 2309,Assign seriousness,Value 19,2010/07/14 12:59:42.000,Variant 4,4,Variant 4,Value 1,Value 322,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,Assign seriousness,Value 2,2010/07/16 09:38:44.000,Variant 4,4,Variant 4,Value 1,Value 322,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,Take in charge ticket,Value 2,2010/07/20 14:17:15.000,Variant 4,4,Variant 4,Value 1,Value 322,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2309,Resolve ticket,Value 2,2010/07/20 15:49:34.000,Variant 4,4,Variant 4,Value 1,Value 322,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2320,Assign seriousness,Value 2,2010/05/13 08:52:29.000,Variant 1,1,Variant 1,Value 1,Value 115,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 2320,Take in charge ticket,Value 2,2010/05/13 08:52:41.000,Variant 1,1,Variant 1,Value 1,Value 115,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 2320,Resolve ticket,Value 2,2010/05/13 09:09:42.000,Variant 1,1,Variant 1,Value 1,Value 115,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 2321,Assign seriousness,Value 15,2010/03/11 14:37:20.000,Variant 1,1,Variant 1,Value 1,Value 282,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1
Case 2321,Take in charge ticket,Value 15,2010/03/11 15:48:46.000,Variant 1,1,Variant 1,Value 1,Value 282,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1
Case 2321,Resolve ticket,Value 15,2010/03/15 09:05:02.000,Variant 1,1,Variant 1,Value 1,Value 282,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1
Case 2325,Assign seriousness,Value 2,2010/04/26 10:23:11.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 2325,Take in charge ticket,Value 2,2010/04/26 10:32:15.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 2325,Resolve ticket,Value 2,2010/04/26 10:32:28.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 2329,Assign seriousness,Value 2,2010/04/27 12:55:56.000,Variant 1,1,Variant 1,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2329,Take in charge ticket,Value 15,2010/05/13 12:37:21.000,Variant 1,1,Variant 1,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2329,Resolve ticket,Value 15,2010/05/13 12:39:43.000,Variant 1,1,Variant 1,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2338,Assign seriousness,Value 19,2010/06/29 15:45:01.000,Variant 20,20,Variant 20,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2338,Take in charge ticket,Value 7,2010/07/08 15:19:15.000,Variant 20,20,Variant 20,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2338,Resolve ticket,Value 7,2010/07/08 15:22:00.000,Variant 20,20,Variant 20,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2338,Take in charge ticket,Value 9,2010/07/16 08:09:50.000,Variant 20,20,Variant 20,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2338,Wait,Value 9,2010/07/29 12:50:18.000,Variant 20,20,Variant 20,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2340,Assign seriousness,Value 2,2010/05/17 09:05:53.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2340,Take in charge ticket,Value 16,2010/05/17 11:14:18.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2340,Resolve ticket,Value 6,2010/05/17 15:09:47.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 2349,Assign seriousness,Value 9,2010/07/02 10:21:00.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2349,Take in charge ticket,Value 2,2010/07/26 12:40:46.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2349,Resolve ticket,Value 2,2010/07/26 12:41:00.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2349,Take in charge ticket,Value 2,2010/07/27 14:31:16.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2349,Resolve ticket,Value 2,2010/07/27 16:19:22.000,Variant 9,9,Variant 9,Value 1,Value 75,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2369,Assign seriousness,Value 2,2010/02/25 15:07:33.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case 2369,Take in charge ticket,Value 2,2010/02/26 15:25:37.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case 2369,Resolve ticket,Value 2,2010/03/12 09:50:25.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3
Case 2370,Assign seriousness,Value 19,2010/07/01 13:44:31.000,Variant 1,1,Variant 1,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2370,Take in charge ticket,Value 2,2010/07/26 12:34:58.000,Variant 1,1,Variant 1,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2370,Resolve ticket,Value 2,2010/07/26 12:35:29.000,Variant 1,1,Variant 1,Value 1,Value 197,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 2377,Assign seriousness,Value 2,2010/03/19 14:44:32.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 2377,Take in charge ticket,Value 2,2010/04/09 13:43:57.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 2377,Resolve ticket,Value 2,2010/04/09 13:44:01.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 2383,Assign seriousness,Value 5,2010/02/19 10:58:32.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case 2383,Take in charge ticket,Value 2,2010/03/11 14:30:33.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case 2383,Resolve ticket,Value 2,2010/03/12 09:14:41.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case 2387,Take in charge ticket,Value 12,2010/03/05 10:08:27.000,Variant 166,166,Variant 166,Value 1,Value 67,Value 3,Value 5,Value 1,Value 2,Value 2,Value 4,Value 2
Case 2387,Resolve ticket,Value 12,2010/03/05 10:14:58.000,Variant 166,166,Variant 166,Value 1,Value 67,Value 3,Value 5,Value 1,Value 2,Value 2,Value 4,Value 2
Case 2387,Resolve ticket,Value 16,2010/03/08 12:10:08.000,Variant 166,166,Variant 166,Value 1,Value 67,Value 3,Value 5,Value 1,Value 2,Value 2,Value 4,Value 2
Case 2387,Resolve ticket,Value 16,2010/03/08 12:10:23.000,Variant 166,166,Variant 166,Value 1,Value 67,Value 3,Value 5,Value 1,Value 2,Value 2,Value 4,Value 2
Case 2389,Insert ticket,Value 6,2010/06/22 09:02:02.000,Variant 7,7,Variant 7,Value 1,Value 220,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2389,Assign seriousness,Value 6,2010/06/22 14:14:52.000,Variant 7,7,Variant 7,Value 1,Value 220,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2389,Take in charge ticket,Value 6,2010/06/23 14:34:47.000,Variant 7,7,Variant 7,Value 1,Value 220,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2389,Resolve ticket,Value 6,2010/06/23 14:35:10.000,Variant 7,7,Variant 7,Value 1,Value 220,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2395,Assign seriousness,Value 2,2010/03/19 11:56:16.000,Variant 1,1,Variant 1,Value 1,Value 338,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2395,Take in charge ticket,Value 15,2010/03/22 14:33:21.000,Variant 1,1,Variant 1,Value 1,Value 338,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2395,Resolve ticket,Value 15,2010/03/22 14:33:58.000,Variant 1,1,Variant 1,Value 1,Value 338,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3
Case 2410,Assign seriousness,Value 2,2010/03/19 12:00:02.000,Variant 1,1,Variant 1,Value 1,Value 87,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 2410,Take in charge ticket,Value 2,2010/03/22 16:16:37.000,Variant 1,1,Variant 1,Value 1,Value 87,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 2410,Resolve ticket,Value 2,2010/03/30 13:46:08.000,Variant 1,1,Variant 1,Value 1,Value 87,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 2411,Assign seriousness,Value 2,2010/06/01 12:50:06.000,Variant 9,9,Variant 9,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2411,Take in charge ticket,Value 12,2010/06/10 15:15:40.000,Variant 9,9,Variant 9,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2411,Resolve ticket,Value 12,2010/06/10 15:15:57.000,Variant 9,9,Variant 9,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2411,Take in charge ticket,Value 2,2010/06/14 07:40:33.000,Variant 9,9,Variant 9,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2411,Resolve ticket,Value 12,2010/06/14 13:02:46.000,Variant 9,9,Variant 9,Value 1,Value 11,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 2412,Assign seriousness,Value 15,2010/05/17 10:24:09.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 2412,Take in charge ticket,Value 15,2010/05/17 12:50:39.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
